,token,lemma,basic_pos_tag,advanced_pos_tag,gender,singularity,person,derivation
27056,रूकने,रूक,v,VM,any,sg,any,ना_वाला
27057,वाली,वाला,psp,PSP,f,sg,-,-
27058,बयार,बयार,n,NN,f,sg,3,0
27059,चल,चल,v,VM,any,sg,3,0_पड+गा
27060,पडेगी,पड,v,VAUX,f,sg,3,गा
27061,।,।,punc,SYM,-,-,-,-
27062,।,।,punc,SYM,-,-,-,-
27063,दुर्भाग्यबस,दुर्भाग्यबस,adv,RB,-,-,-,-
27064,यहां,यहाँ,pn,PRP,-,-,-,-
27065,तो,तो,avy,RP,-,-,-,-
27066,आम,आम,adj,JJ,any,any,-,-
27067,आदमी,आदमी,n,NN,m,sg,3,0_को
27068,को,को,psp,PSP,-,-,-,-
27069,बेवकूफ,बेवकूफ,adj,JJ,any,any,-,-
27070,बनाकर,बना,v,VM,any,any,any,कर
27071,बस,बस,avy,RP,-,-,-,-
27072,अपना,अपना,pn,PRP,m,sg,any,0
27073,मतलब,मतलब,n,NN,m,sg,3,0
27074,पूरा,पूरा,adj,JJ,m,sg,-,-
27075,किया,कर,v,VM,m,sg,3,या_जा_रह+या_है
27076,जा,जा,v,VAUX,any,any,any,0
27077,रहा,रह,v,VAUX,m,sg,any,या
27078,है,है,v,VAUX,any,sg,3,है
27079,।,।,punc,SYM,-,-,-,-
27080,।,।,punc,SYM,-,-,-,-
27081,इसी,यह,pn,DEM,any,sg,3,-
27082,मानसिकता,मानसिकता,n,NN,f,sg,3,0_का
27083,के,का,psp,PSP,m,sg,3h,-
27084,कुछ,कुछ,avy,QF,-,-,-,-
27085,बॉस,बॉस,n,NN,m,sg,3,0
27086,भी,भी,avy,RP,-,-,-,-
27087,हो,हो,v,VM,m,sg,3h,0_जा+या1_है
27088,गये,जा,v,VAUX,m,sg,3,या1
27089,हैं,है,v,VAUX,any,sg,3h,है
27090,।,।,punc,SYM,-,-,-,-
27091,।,।,punc,SYM,-,-,-,-
27092,नीचे,नीचे,nst,NST,m,sg,3,0_वाला_का
27093,वाले,वाला,psp,PSP,m,sg,-,-
27094,की,का,psp,PSP,f,sg,-,-
27095,आंखों,आंख,n,NN,f,pl,3,0_में
27096,में,में,psp,PSP,-,-,-,-
27097,आंसू,आँसू,n,NN,m,pl,3,0
27098,उन्हें,वह,pn,PRP,any,sg,3h,को
27099,सकून,सकून,n,NN,m,sg,3,0
27100,देता,दे,v,VM,m,sg,3,ता_है
27101,है,है,v,VAUX,any,sg,3,है
27102,।,।,punc,SYM,-,-,-,-
27103,।,।,punc,SYM,-,-,-,-
27104,बड़े,बडा,adj,NNC,m,sg,-,-
27105,बाबू,बाबू,n,NN,m,sg,3,0
27106,यह,यह,pn,PRP,any,sg,3,0
27107,तो,तो,avy,RP,-,-,-,-
27108,जान,जान,v,VM,m,sg,2h,0_जा+या1_हो+गा
27109,गये,जा,v,VAUX,m,sg,2h,या1
27110,होंगे,हो,v,VAUX,m,sg,2h,गा
27111,।,।,punc,SYM,-,-,-,-
27112,।,।,punc,SYM,-,-,-,-
27113,बड़े,बड़ा,adj,NNC,m,sg,-,-
27114,बाबू,बाबू,n,NN,m,sg,3,0
27115,-,-,punc,SYM,-,-,-,-
27116,ऊंची,ऊंचा,adj,JJ,f,sg,-,-
27117,कुर्सी,कुर्सी,n,NN,f,sg,3,0_पर
27118,पर,पर,psp,PSP,-,-,-,-
27119,बैठकर,बैठ,v,VM,any,any,any,कर
27120,छोटो,छोटा,n,NN,m,pl,3,0_को
27121,को,को,psp,PSP,-,-,-,-
27122,आंसू,आँसू,n,NN,m,pl,3,0
27123,देना,दे,v,VM,any,any,any,ना
27124,सरासर,सरासर,adv,RB,-,-,-,-
27125,अन्याय,अन्याय,n,NN,m,sg,3,0
27126,है,है,v,VM,any,sg,3,है
27127,।,।,punc,SYM,-,-,-,-
27128,।,।,punc,SYM,-,-,-,-
27129,कामू,कामू,n,NNP,m,sg,3,0
27130,-,-,punc,SYM,-,-,-,-
27131,न्याय,न्याय,n,NN,m,sg,3,0
27132,है,है,v,VM,any,sg,3,है
27133,या,या,avy,CC,-,-,-,-
27134,अन्याय,अन्याय,n,NN,m,sg,3,0
27135,अन्याय,अन्याय,n,NN,m,sg,3,0
27136,मतलब,मतलब,n,NN,m,sg,3,0_का
27137,की,का,psp,PSP,f,sg,-,-
27138,दौड़,दौड,n,NN,f,sg,3,0_में
27139,में,में,psp,PSP,-,-,-,-
27140,कोई,कोई,pn,PRP,any,sg,3,0
27141,नहीं,नहीं,avy,NEG,-,-,-,-
27142,देख,देख,v,VM,m,sg,3,0_रह+या_है
27143,रहा,रह,v,VAUX,m,sg,any,या
27144,है,है,v,VAUX,any,sg,3,है
27145,।,।,punc,SYM,-,-,-,-
27146,।,।,punc,SYM,-,-,-,-
27147,आगे,आगे,nst,NST,m,sg,3,-
27148,कैसे,कैसे,pn,WQ,-,-,-,-
27149,निकलें,निकल,v,VM,any,pl,any,एं
27150,जोड़तोड़,जोडतोड,n,NN,m,sg,3,0_में
27151,में,में,psp,PSP,-,-,-,-
27152,लगा,लग,v,VM,m,sg,3,या_हो+या_है
27153,हुआ,हो,v,VAUX,m,sg,any,या
27154,है,है,v,VAUX,any,sg,3,है
27155,।,।,punc,SYM,-,-,-,-
27156,।,।,punc,SYM,-,-,-,-
27157,चाहे,चाहे,avy,RP,-,-,-,-
27158,किसी,कोई,pn,PRP,any,sg,3,0_का
27159,का,का,psp,PSP,m,sg,-,-
27160,भविष्य,भविष्य,n,NN,m,sg,3,0
27161,चौपट,चौपट,adj,JJ,any,any,-,-
27162,हो,हो,v,VM,any,any,any,0
27163,कोई,कोई,pn,PRP,any,sg,3,0
27164,फर्क,फर्क,n,NN,m,sg,3,0
27165,नहीं,नहीं,avy,NEG,-,-,-,-
27166,पड़ता,पड,v,VM,m,sg,any,ता
27167,पड़ता,पड,v,VM,m,sg,any,ता
27168,लोग,लोग,n,NN,m,pl,3,0
27169,अभिमान,अभिमान,n,NN,m,sg,3,0_में
27170,में,में,psp,PSP,-,-,-,-
27171,सब,सब,pn,PRPC,any,pl,3,0
27172,कुछ,कुछ,pn,PRP,any,any,3,0
27173,कर,कर,v,VM,m,pl,3,0_रह+या_है
27174,रहे,रह,v,VAUX,m,pl,any,या
27175,हैं,है,v,VAUX,any,pl,3,है
27176,।,।,punc,SYM,-,-,-,-
27177,।,।,punc,SYM,-,-,-,-
27178,कुछ,कुछ,avy,QF,-,-,-,-
27179,लोग,लोग,n,NN,m,pl,3,0
27180,तो,तो,avy,RP,-,-,-,-
27181,अपने,अपना,pn,PRP,m,any,any,0
27182,भले,भला,n,NN,m,sg,3,0_के_लिये
27183,के,के,psp,PSP,-,-,-,-
27184,लिये,लिये,psp,PSP,-,-,-,-
27185,दूसरे,दूसरा,n,NN,m,sg,3,0_का
27186,की,का,psp,PSP,f,sg,-,-
27187,छाती,छाती,n,NN,f,sg,3,0_पर
27188,पर,पर,psp,PSP,-,-,-,-
27189,लात,लात,n,NN,f,sg,3,0
27190,रखकर,रख,v,VM,any,any,any,कर
27191,ऊपर,ऊपर,nst,NST,m,sg,3,-
27192,पहुंच,पहुंच,v,VM,m,pl,3,0_जा_रह+या_है
27193,जा,जा,v,VAUX,any,any,any,0
27194,रहे,रह,v,VAUX,m,pl,any,या
27195,हैं,है,v,VAUX,any,pl,3,है
27196,।,।,punc,SYM,-,-,-,-
27197,।,।,punc,SYM,-,-,-,-
27198,कुछ,कुछ,pn,PRP,any,any,3,0
27199,तो,तो,avy,RP,-,-,-,-
27200,लाशों,लाश,n,NN,f,pl,3,0_पर
27201,पर,पर,psp,PSP,-,-,-,-
27202,चढकर,चढ,v,VM,any,any,any,कर
27203,अपना,अपना,pn,PRP,m,sg,any,0
27204,मतलब,मतलब,n,NN,m,sg,3,0
27205,पूरा,पूरा,adj,JJ,m,sg,-,-
27206,कर,कर,v,VM,m,pl,3,0_ले_रह+या_है
27207,ले,ले,v,VAUX,any,any,any,0
27208,रहे,रह,v,VAUX,m,pl,any,या
27209,हैं,है,v,VAUX,any,pl,3,है
27210,।,।,punc,SYM,-,-,-,-
27211,।,।,punc,SYM,-,-,-,-
27212,इंसानियत,इंसानियत,n,NN,f,sg,3,0_के_नाते
27213,के,के,psp,PSP,-,-,-,-
27214,नाते,नाते,psp,PSP,-,-,-,-
27215,इंसान,इंसान,n,NN,m,sg,3,0_का
27216,का,का,psp,PSP,m,sg,-,-
27217,ऐसा,ऐसा,pn,DEM,m,sg,any,-
27218,उद्देश्य,उद्देश्य,n,NN,m,sg,3,0
27219,तो,तो,avy,RP,-,-,-,-
27220,नहीं,नहीं,avy,NEG,-,-,-,-
27221,होना,हो,v,VM,m,any,any,ना_चाहिये
27222,चाहिये,चाहिये,v,VAUX,any,any,any,0
27223,पर,पर,avy,CC,-,-,-,-
27224,लोग,लोग,n,NN,m,pl,3,0
27225,हैं,है,v,VM,any,pl,3,है
27226,कि,कि,avy,CC,-,-,-,-
27227,मानते,मान,v,VM,m,pl,any,ता
27228,नहीं,नहीं,avy,NEG,-,-,-,-
27229,।,।,punc,SYM,-,-,-,-
27230,।,।,punc,SYM,-,-,-,-
27231,अपने,अपना,pn,PRP,m,any,any,0_को
27232,को,को,psp,PSP,-,-,-,-
27233,ऊपर,ऊपर,nst,NST,m,sg,3,-
27234,उठाये,उठा,v,VM,m,sg,any,या_रख+ना_के_लिये
27235,रखने,रख,v,VAUX,any,any,any,ना
27236,के,के,psp,PSP,-,-,-,-
27237,लिये,लिये,psp,PSP,-,-,-,-
27238,छलबल,छलबल,n,NN,m,sg,3,0
27239,और,और,avy,CC,-,-,-,-
27240,भेदभाव,भेदभाव,n,NN,m,sg,3,0_को
27241,को,को,psp,PSP,-,-,-,-
27242,औजार,औजार,n,NN,m,sg,3,0
27243,बना,बना,v,VM,m,pl,3,0_रह+या_है
27244,रहे,रह,v,VAUX,m,pl,any,या
27245,हैं,है,v,VAUX,any,pl,3,है
27246,।,।,punc,SYM,-,-,-,-
27247,।,।,punc,SYM,-,-,-,-
27248,हमारी,हम,pn,PRP,f,pl,1,का
27249,कम्पनी,कंपनी,n,NN,f,sg,3,0_में
27250,में,में,psp,PSP,-,-,-,-
27251,सामन्तवाद,सामंतवाद,n,NN,m,sg,3,0
27252,उसी,वह,pn,PRP,any,sg,3,0_का
27253,के,का,psp,PSP,m,sg,-,-
27254,विषबीज,विषबीज,n,NN,m,sg,3,0_का
27255,की,का,psp,PSP,f,sg,-,-
27256,लहलहाती,लहलहा,v,VM,f,sg,any,ता
27257,फसल,फसल,n,NN,f,sg,3,0
27258,है,है,v,VM,any,sg,3,है
27259,जिसकी,जो,pn,PRP,f,sg,3,का
27260,आग,आग,n,NN,f,sg,3,0_में
27261,में,में,psp,PSP,-,-,-,-
27262,आप,आप,pn,PRP,any,sg,2h,0_जैसा
27263,जैसे,जैसा,psp,PSP,m,sg,-,-
27264,आदमी,आदमी,n,NN,m,sg,3,0_का
27265,का,का,psp,PSP,m,sg,-,-
27266,भविष्य,भविष्य,n,NN,m,sg,3,0
27267,तबाह,तबाह,adj,JJ,any,any,-,-
27268,हो,हो,v,VM,m,sg,3,0_रह+या_है
27269,रहा,रह,v,VAUX,m,sg,any,या
27270,है,है,v,VAUX,any,sg,3,है
27271,।,।,punc,SYM,-,-,-,-
27272,।,।,punc,SYM,-,-,-,-
27273,बड़े,बड़ा,adj,NNC,m,sg,-,-
27274,बाबू,बाबू,n,NN,m,sg,3,0
27275,-,-,punc,SYM,-,-,-,-
27276,हमें,हम,pn,PRP,any,pl,1,को
27277,तो,तो,avy,RP,-,-,-,-
27278,अपने,अपना,pn,PRP,m,any,any,0
27279,फर्ज,फर्ज,n,NN,m,sg,3,0_के_साथ
27280,के,के,psp,PSP,-,-,-,-
27281,साथ,साथ,nst,NST,m,sg,3,-
27282,न्याय,न्याय,n,NN,m,sg,3,0
27283,करना,कर,v,VM,m,sg,3,ना_है
27284,है,है,v,VAUX,any,sg,3,है
27285,।,।,punc,SYM,-,-,-,-
27286,।,।,punc,SYM,-,-,-,-
27287,जब,जब,pn,PRP,-,-,-,0_तक
27288,तक,तक,psp,PSP,-,-,-,-
27289,नौकरी,नौकरी,n,NN,f,sg,3,0
27290,चल,चल,v,VM,f,sg,3,0_रह+या_है
27291,रही,रह,v,VAUX,f,sg,any,या
27292,है,है,v,VAUX,any,sg,3,है
27293,है,है,v,VAUX,any,sg,3,है
27294,पूरी,पूरा,adj,JJ,f,sg,-,-
27295,ईमानदारी,ईमानदारी,n,NN,f,sg,3,0
27296,बरतूंगा,बरत,v,VM,f,sg,1,गा
27297,।,।,punc,SYM,-,-,-,-
27298,।,।,punc,SYM,-,-,-,-
27299,आगे,आगे,nst,NST,m,sg,3,-
27300,बढ़ने,बढ,v,VM,any,pl,any,ना_का
27301,के,का,psp,PSP,m,pl,-,-
27302,रास्ते,रास्ता,n,NN,m,pl,3,0
27303,तो,तो,avy,RP,-,-,-,-
27304,वैसे,वैसे,adv,RB,-,-,-,-
27305,ही,ही,avy,RP,-,-,-,-
27306,बन्द,बंद,adj,JJ,any,any,-,-
27307,हो,हो,v,VM,m,pl,3,0_जा+या1_है
27308,गये,जा,v,VAUX,m,pl,any,या1
27309,हैं,है,v,VAUX,any,pl,3,है
27310,हैं,है,v,VAUX,any,pl,3,है
27311,एक,एक,num,QC,any,any,-,-
27312,दिन,दिन,n,NN,m,sg,3,0
27313,नौकरी,नौकरी,n,NN,f,sg,3,0
27314,भी,भी,avy,RP,-,-,-,-
27315,चली,चल,v,VM,f,sg,3,या_जा+गा
27316,जायेगी,जा,v,VAUX,f,sg,3,गा
27317,।,।,punc,SYM,-,-,-,-
27318,।,।,punc,SYM,-,-,-,-
27319,मैं,मैं,pn,PRP,any,sg,1,0
27320,पूरे,पूरा,adj,JJ,m,sg,-,-
27321,होश,होश,n,NN,m,sg,3,0_में
27322,में,में,psp,PSP,-,-,-,-
27323,पत्थर,पत्थर,n,NN,m,sg,3,0_पर
27324,पर,पर,psp,PSP,-,-,-,-
27325,दूब,दूब,n,NN,f,sg,3,0
27326,उगाने,उगा,v,VM,any,sg,any,ना_का
27327,की,का,psp,PSP,f,sg,-,-
27328,कोशिश,कोशिश,n,NN,f,sg,3,0
27329,करता,कर,v,VM,m,sg,1,ता_रह+गा
27330,रहूंगा,रह,v,VAUX,m,sg,1,गा
27331,।,।,punc,SYM,-,-,-,-
27332,।,।,punc,SYM,-,-,-,-
27333,हार,हार,v,VM,any,any,any,0_कर
27334,कर,कर,v,VAUX,any,any,any,0
27335,भी,भी,avy,RP,-,-,-,-
27336,जीतने,जीत,v,VM,any,any,any,ना_के_लिये
27337,के,के,psp,PSP,-,-,-,-
27338,लिये,लिये,psp,PSP,-,-,-,-
27339,प्रयास,प्रयास,n,NN,m,sg,3,0
27340,करता,कर,v,VM,m,sg,1,ता_रह+गा
27341,रहूंगा,रह,v,VAUX,m,sg,1,गा
27342,।,।,punc,SYM,-,-,-,-
27343,।,।,punc,SYM,-,-,-,-
27344,अब,अब,pn,PRP,-,-,-,-
27345,यही,यही,pn,PRP,any,sg,3,0
27346,मेरे,मैं,pn,PRP,any,sg,1,का
27347,जीवन,जीवन,n,NN,m,sg,3,0_का
27348,का,का,psp,PSP,m,sg,-,-
27349,उदेश्य,उदेश्य,n,NN,m,sg,3,0
27350,हो,हो,v,VM,m,sg,3,0_जा+या1_है
27351,गया,जा,v,VAUX,m,sg,any,या1
27352,है,है,v,VAUX,any,sg,3,है
27353,कामू,कामू,n,NNP,m,sg,3,0
27354,।,।,punc,SYM,-,-,-,-
27355,।,।,punc,SYM,-,-,-,-
27356,कामू,कामू,n,NNP,m,sg,3,0
27357,-,-,punc,SYM,-,-,-,-
27358,बडे,बडा,adj,NNC,m,sg,-,-
27359,बाबू,बाबू,n,NN,m,sg,3,0
27360,गरीबों,गरीब,n,NN,m,pl,3,0_का
27361,का,का,psp,PSP,m,sg,-,-
27362,हक,हक,n,NN,m,sg,3,0
27363,हड़पने,हडप,v,VM,any,pl,any,ना_वाला
27364,वालों,वाला,psp,PSP,m,pl,-,-
27365,",",COMMA,punc,SYM,-,-,-,-
27366,",",COMMA,punc,SYM,-,-,-,-
27367,आंसूओं,आंसू,n,NN,m,pl,3,0_पर
27368,पर,पर,psp,PSP,-,-,-,-
27369,हंसने,हँस,v,VM,m,sg,any,ना_वाला_का
27370,वालों,वाला,psp,PSP,m,pl,-,-
27371,की,का,psp,PSP,f,sg,-,-
27372,चमड़ी,चमडी,n,NN,f,sg,3,0
27373,गेंडे,गेंडा,n,NN,m,sg,3,0_का_तरह
27374,की,का,psp,PSP,f,-,-,-
27375,तरह,तरह,n,PSP,f,-,-,-
27376,होती,हो,v,VM,f,sg,3,ता_है
27377,है,है,v,VAUX,any,sg,3,है
27378,।,।,punc,SYM,-,-,-,-
27379,।,।,punc,SYM,-,-,-,-
27380,ऐसे,ऐसा,pn,PRP,m,pl,any,0
27381,लोग,लोग,n,NN,m,pl,3,0
27382,नहीं,नहीं,avy,NEG,-,-,-,-
27383,पसीजते,पसीज,v,VM,m,pl,any,ता
27384,।,।,punc,SYM,-,-,-,-
27385,।,।,punc,SYM,-,-,-,-
27386,यदि,यदि,avy,CC,-,-,-,-
27387,पसीजते,पसीज,v,VM,m,pl,3,ता_है
27388,हैं,है,v,VAUX,any,pl,3,है
27389,तो,तो,avy,CC,-,-,-,-
27390,वह,वह,pn,PRP,any,sg,3,0
27391,मात्र,मात्र,avy,RP,-,-,-,-
27392,दिखावा,दिखावा,n,NN,m,sg,3,0
27393,होता,हो,v,VM,m,sg,3,ता_है
27394,है,है,v,VAUX,any,sg,3,है
27395,अपना,अपना,pn,PRP,m,sg,any,0
27396,मतलब,मतलब,n,NN,m,sg,3,0
27397,साधने,साध,v,VM,any,any,any,ना_के_लिये
27398,के,के,psp,PSP,-,-,-,-
27399,लिये,लिये,psp,PSP,-,-,-,-
27400,।,।,punc,SYM,-,-,-,-
27401,।,।,punc,SYM,-,-,-,-
27402,बाबू,बाबू,n,NN,m,sg,3,0
27403,ये,यह,pn,DEM,any,pl,3,-
27404,लोग,लोग,n,NN,m,pl,3,0
27405,चाहते,चाह,v,VM,m,pl,3,ता_है
27406,हैं,है,v,VAUX,any,pl,3,है
27407,इनके,यह,pn,PRP,m,pl,3,0_पीछे
27408,आगे,आगे,nst,NSTC,m,sg,3,-
27409,पीछे,पीछे,nst,NST,m,sg,3,-
27410,येस,येस,avy,INJ,-,-,-,-
27411,सर,सर,n,NN,m,sg,3,0
27412,",",COMMA,punc,SYM,-,-,-,-
27413,",",COMMA,punc,SYM,-,-,-,-
27414,येस,येस,avy,INJ,-,-,-,-
27415,सर,सर,n,NN,m,sg,3,0
27416,करते,कर,v,VM,m,sg,2h,ता_रह+ओ
27417,रहो,रह,v,VAUX,m,sg,2h,ओ
27418,और,और,avy,CC,-,-,-,-
27419,अभिमानियों,अभिमानी,n,NN,m,pl,3,0_का
27420,की,का,psp,PSP,f,sg,-,-
27421,फटकार,फटकार,n,NN,f,sg,3,0
27422,सुनते,सुन,v,VM,m,sg,2h,ता_रह+ओ
27423,रहो,रह,v,VAUX,m,sg,2h,ओ
27424,।,।,punc,SYM,-,-,-,-
27425,।,।,punc,SYM,-,-,-,-
27426,बड़े,बड़ा,adj,NNC,m,sg,-,-
27427,बाबू,बाबू,n,NN,m,sg,3,0
27428,-,-,punc,SYM,-,-,-,-
27429,कामू,कामू,n,NNP,m,sg,3,0
27430,कुर्सी,कुर्सी,n,NN,f,sg,3,0_का
27431,का,का,psp,PSP,m,sg,-,-
27432,सम्मान,सम्मान,n,NN,m,sg,3,0
27433,करना,कर,v,VM,m,sg,3,ना_है
27434,है,है,v,VAUX,any,sg,3,है
27435,।,।,punc,SYM,-,-,-,-
27436,।,।,punc,SYM,-,-,-,-
27437,बड़े,बड़ा,adj,NNC,m,sg,-,-
27438,बाबू,बाबू,n,NN,m,sg,3,0
27439,-,-,punc,SYM,-,-,-,-
27440,पात्र,पात्र,n,NN,m,sg,3,0
27441,है,है,v,VM,any,sg,3,है
27442,या,या,avy,CC,-,-,-,-
27443,अपात्र,अपात्र,n,NN,m,sg,3,0
27444,अपात्र,अपात्र,n,NN,m,sg,3,0
27445,हमें,हम,pn,PRP,any,pl,1,को
27446,इस,यह,pn,DEM,any,sg,3,-
27447,मुद्दे,मुद्दा,n,NN,m,sg,3,0_पर
27448,पर,पर,psp,PSP,-,-,-,-
27449,राय,राय,n,NN,f,sg,3,0
27450,प्रगट,प्रगट,adj,JJ,any,any,-,-
27451,करने,कर,v,VM,any,sg,any,ना_का
27452,का,का,psp,PSP,m,sg,-,-
27453,अधिकार,अधिकार,n,NN,m,sg,3,0
27454,नहीं,नहीं,avy,NEG,-,-,-,-
27455,है,है,v,VM,any,sg,3,है
27456,।,।,punc,SYM,-,-,-,-
27457,।,।,punc,SYM,-,-,-,-
27458,कुर्सी,कुर्सी,n,NN,f,sg,3,0_पर
27459,पर,पर,psp,PSP,-,-,-,-
27460,प्रबन्धन,प्रबंधन,n,NN,m,sg,3,0
27461,न,न,avy,NEG,-,-,-,-
27462,बिठाता,बिठा,v,VM,m,sg,3,ता_है
27463,है,है,v,VAUX,any,sg,3,है
27464,है,है,v,VAUX,any,sg,3,है
27465,काबिलियत,काबिलियत,n,NN,f,sg,3,0
27466,देखकर,देख,v,VM,any,any,any,कर
27467,ही,ही,avy,RP,-,-,-,-
27468,बैठाता,बैठा,v,VM,m,sg,3,ता_हो+गा
27469,होगा,हो,v,VAUX,m,sg,3,गा
27470,।,।,punc,SYM,-,-,-,-
27471,।,।,punc,SYM,-,-,-,-
27472,हम,हम,pn,PRP,any,pl,1,0
27473,तो,तो,avy,RP,-,-,-,-
27474,बस,बस,avy,RP,-,-,-,-
27475,काम,काम,n,NN,m,sg,3,0
27476,करने,कर,v,VM,any,any,any,ना_के_लिये
27477,के,के,psp,PSP,-,-,-,-
27478,लिये,लिये,psp,PSP,-,-,-,-
27479,हैं,है,v,VM,any,pl,3,है
27480,।,।,punc,SYM,-,-,-,-
27481,।,।,punc,SYM,-,-,-,-
27482,कुर्सी,कुर्सी,n,NN,f,sg,3,0_पर
27483,पर,पर,psp,PSP,-,-,-,-
27484,बैठे,बैठ,v,VM,m,sg,any,या
27485,आदमी,आदमी,n,NN,m,sg,3,0_का
27486,के,का,psp,PSP,m,sg,-,-
27487,इशारे,इशारा,n,NN,m,sg,3,0_पर
27488,पर,पर,psp,PSP,-,-,-,-
27489,नाचने,नाच,v,VM,any,any,any,ना_के_लिये
27490,के,के,psp,PSP,-,-,-,-
27491,लिये,लिये,psp,PSP,-,-,-,-
27492,हैं,है,v,VM,any,pl,any,है
27493,।,।,punc,SYM,-,-,-,-
27494,।,।,punc,SYM,-,-,-,-
27495,कामू,कामू,n,NNP,m,sg,3,0
27496,-,-,punc,SYM,-,-,-,-
27497,सच,सच,n,NN,m,sg,3,0
27498,नौकरी,नौकरी,n,NN,f,sg,3,0
27499,तो,तो,avy,RP,-,-,-,-
27500,मजबूरी,मजबूरी,n,NN,f,sg,3,0
27501,है,है,v,VM,any,sg,3,है
27502,।,।,punc,SYM,-,-,-,-
27503,।,।,punc,SYM,-,-,-,-
27504,काले,काला,adj,JJ,m,pl,-,-
27505,अंग्रेजों,अंग्रेज,n,NN,m,pl,3,0_का
27506,की,का,psp,PSP,f,sg,-,-
